displacement[ticks], load[N]
10, 3.16279
52, 45.7736
73, 64.343
31, 22.4255
97, 87.0721
56, 48.5961
85, 78.134
73, 64.3678
61, 51.9139
9, 1.57819
73, 64.0707
81, 72.8355
90, 78.3816
85, 77.5398
81, 74.6182
95, 84.1753
72, 64.145
88, 79.0006
96, 86.2798
64, 55.3307
48, 39.2866
17, 11.68
81, 73.7516
86, 76.1532
9, 1.92482
63, 53.8203
25, 18.0184
61, 52.2605
23, 16.2852
68, 60.7034
32, 22.9207
32, 22.6236
24, 16.7557
9, 1.47916
61, 52.3595
23, 15.6662
63, 54.6622
50, 44.8822
95, 82.145
29, 22.3265
53, 45.526
70, 62.5851
12, 6.23294
46, 36.0927
58, 51.5425
92, 80.6099
44, 36.5136
33, 22.896
82, 74.222
42, 33.9386
40, 29.6305
34, 25.1243
58, 50.0074
81, 74.7667
24, 17.9689
66, 59.2426
47, 37.702
47, 36.8602
31, 21.7075
70, 63.2289
19, 13.116
61, 51.9139
9, 1.55343
40, 31.3389
67, 60.7777
66, 56.4944
61, 52.4338
35, 24.1587
19, 12.2495
59, 50.8245
61, 51.9634
72, 64.962
33, 23.4654
72, 63.526
21, 14.7254
90, 77.3912
67, 59.8121
64, 56.7172
26, 19.9248
51, 42.7034
10, 1.92482
25, 16.3595
85, 73.8011
67, 60.2578
10, 3.36086
10, 3.13803
35, 25.7928
55, 46.4668
58, 48.5961
65, 56.8162
29, 21.4104
76, 69.0721
29, 21.5837
31, 24.1834
19, 12.4723
96, 89.3252
29, 21.7323
80, 73.7763
34, 23.5149
19, 12.5218
42, 32.6264
93, 80.0405
89, 80.4614
74, 65.2839
67, 57.9552
13, 7.24808
67, 57.6333
38, 27.6745
75, 66.7695
92, 80.5109
89, 78.8272
85, 76.9951
21, 15.79
77, 69.4187
53, 46.244
30, 21.8561
88, 78.3568
88, 79.3967
85, 77.4902
48, 38.3458
56, 49.3884
17, 11.2343
26, 19.702
84, 76.8713
48, 38.222
45, 36.4145
83, 62.189
48, 41.7626
30, 24.2825
19, 15.9881
67, 51.5672
71, 62.0652
14, 7.91658
59, 51.691
47, 38.4696
81, 72.167
71, 64.145
18, 11.9276
21, 35.9194
48, 39.4104
13, 6.40626
13, 6.75289
35, 25.2233
32, 21.8561
91, 77.6883
88, 80.4118
61, 52.5081
81, 72.6127
79, 72.5384
48, 38.6181
34, 34.1119
38, 37.7763
63, 56.7172
59, 50.6511
26, 19.6525
16, 9.3031
9, 1.57819
9, 1.30584
62, 54.8107
36, 26.5108
29, 20.1477
32, 24.233
10, 3.18755
41, 30.8932
91, 78.1587
57, 47.581
27, 20.2962
63, 57.1381
74, 67.0418
47, 37.9991
16, 9.72401
86, 77.9607
61, 51.3197
50, 41.3416
21, 14.8492
54, 44.6346
41, 32.2055
81, 72.2908
39, 31.5617
25, 18.0431
31, 23.8121
70, 62.6594
62, 53.3252
96, 83.6553
34, 23.6387
87, 75.7571
14, 30.0514
40, 30.5713
39, 28.3183
77, 70.1615
75, 67.0913
30, 22.3017
12, 5.91107
84, 77.0693
70, 62.189
9, 6.05963
43, 39.5837
96, 71.4985
69, 53.449
22, 16.3843
45, 36.365
84, 77.2922
10, 3.18755
10, 2.93995
37, 27.625
31, 20.7914
63, 56.0487
78, 70.4586
14, 7.64422
9, 1.47916
9, 1.3306
44, 36.7612
76, 67.5618
68, 58.5989
43, 34.9042
12, 9.92208
57, 49.9827
56, 46.7887
51, 43.0005
58, 50.5026
36, 26.9812
31, 21.4352
86, 77.0446
46, 36.9097
17, 10.5658
59, 51.0225
51, 43.8423
60, 53.028
58, 48.3485
24, 17.4737
81, 73.1821
9, 1.67723
9, 1.55343
90, 77.4902
17, 10.5163
47, 39.6085
23, 15.1958
81, 73.8506
30, 22.1532
34, 26.3127
85, 78.8768
35, 23.9606
80, 72.7365
64, 56.0734
9, 1.60295
24, 15.9386
75, 68.3788
61, 50.7502
81, 71.9689
31, 22.6236
23, 16.0624
20, 12.9922
59, 51.1463
11, 5.24257
66, 57.3609
77, 68.1807
69, 61.8919
21, 14.9482
39, 30.7694
32, 21.757
42, 33.592
24, 16.2109
37, 28.7887
52, 43.4957
16, 9.00599
54, 45.0803
9, 1.4544
37, 29.2343
37, 27.3526
31, 20.7667
71, 64.3926
27, 20.0982
63, 55.8506
54, 44.9813
89, 76.0294
67, 59.0693
79, 71.4242
68, 60.6539
32, 23.2921
63, 55.7021
37, 27.5507
52, 43.7185
83, 76.1037
60, 51.2949
63, 55.7516
50, 42.4558
39, 29.9524
36, 27.2536
69, 60.233
79, 71.2261
65, 57.1876
16, 9.77353
9, 1.4544
9, 1.47916
66, 58.4999
19, 11.2096
60, 51.1216
69, 60.9015
55, 46.3678
39, 29.4572
39, 29.4819
31, 21.6085
27, 18.6621
63, 55.3802
83, 75.3362
19, 12.9427
33, 25.1986
64, 55.603
85, 76.3761
64, 56.1972
32, 23.3169
86, 74.742
19, 16.1119
regression coefficients for polynomial of 4 degree:
-10.2427	1.77967	-0.035032	0.000540312	-2.7701e-06	
