displacement[ticks], load[N]
61, 52.9785
72, 62.1642
84, 74.8162
52, 47.0611
57, 48.1505
10, 5.49016
93, 83.9524
33, 25.768
55, 45.2536
6, 1.97434
76, 66.3238
50, 43.4214
90, 80.5604
43, 37.504
76, 67.3884
14, 8.53556
68, 57.8809
24, 16.929
57, 47.5562
49, 41.2426
79, 68.874
47, 40.6236
50, 41.5892
77, 67.8836
13, 7.47091
15, 8.6346
75, 65.7296
90, 81.7984
54, 48.9428
30, 22.995
25, 17.5727
20, 12.5218
6, 1.90006
9, 4.67311
70, 61.1986
60, 52.5824
22, 15.2701
65, 55.1078
90, 79.9909
76, 71.9194
70, 66.0762
70, 65.6305
31, 24.5301
62, 51.0225
16, 9.47641
10, 5.63872
76, 67.7351
83, 73.2069
33, 25.6938
37, 27.5755
84, 75.559
15, 9.3031
83, 73.9992
40, 33.9386
91, 82.4421
96, 86.0817
54, 47.9276
68, 59.0198
88, 79.1986
12, 7.12428
13, 7.79278
14, 8.23845
29, 18.8602
6, 1.52867
24, 15.0473
6, 1.3306
62, 51.1959
48, 39.4847
69, 58.4751
57, 49.7351
27, 19.9001
42, 32.0321
32, 24.4558
55, 44.7089
9, 4.52455
44, 32.8492
64, 54.1175
84, 74.4201
33, 25.7433
95, 85.5123
25, 18.464
20, 12.7942
14, 7.54519
11, 6.20818
56, 45.625
8, 3.11327
8, 3.70749
13, 6.72813
74, 64.1945
95, 86.874
26, 19.3554
74, 64.2935
15, 9.03075
54, 44.6594
78, 67.7598
42, 36.0679
57, 47.7048
45, 37.7268
87, 79.3719
32, 24.7529
6, 1.85054
14, 7.64422
72, 61.9166
35, 28.343
71, 62.189
80, 70.1615
79, 70.6814
40, 32.1807
67, 59.4407
15, 9.35262
36, 25.9414
91, 82.0707
35, 27.4269
49, 39.1876
6, 2.49429
90, 82.0707
55, 48.4723
13, 7.96609
7, 3.70749
31, 22.1284
12, 6.57957
31, 21.2123
11, 5.91107
24, 14.8987
85, 77.3169
88, 78.4311
65, 59.4159
48, 41.9359
36, 27.5012
53, 43.5452
78, 68.7997
40, 34.0624
69, 61.0748
53, 46.2192
72, 62.0157
45, 37.8011
38, 31.2646
53, 43.05
82, 72.6127
7, 3.90557
68, 59.4407
23, 16.0872
23, 16.7061
6, 2.37049
70, 61.471
6, 2.34573
93, 82.9868
30, 22.7722
17, 10.2192
6, 1.42964
61, 51.3197
29, 22.1532
35, 24.8272
71, 60.9758
52, 45.8231
25, 18.1422
63, 54.2165
21, 14.3045
71, 62.3623
42, 35.548
74, 64.2688
52, 45.9716
40, 33.6415
47, 37.4792
9, 5.09401
12, 6.18342
89, 79.1491
46, 38.6676
67, 57.46
74, 64.244
51, 45.4765
40, 33.7653
96, 86.2798
52, 46.9125
44, 37.9249
69, 58.6484
56, 48.8932
41, 34.7309
6, 1.9991
72, 63.3032
45, 37.6278
62, 51.8891
6, 2.17242
77, 67.9332
39, 32.2797
54, 43.3719
6, 3.11327
6, 1.97434
75, 66.4228
77, 67.2151
6, 2.19718
51, 40.178
33, 25.4462
41, 30.5961
6, 2.02386
39, 29.6057
54, 43.57
91, 83.1601
85, 79.4462
26, 19.5287
69, 60.6539
40, 33.6663
63, 53.1518
68, 58.8217
91, 82.9621
9, 5.24257
41, 30.5713
50, 40.4008
48, 39.4847
44, 35.9441
27, 20.8162
91, 82.5411
9, 5.11877
28, 18.0927
72, 63.2784
47, 40.1037
84, 74.1477
78, 72.4641
49, 43.669
61, 53.449
57, 51.2454
53, 46.8877
18, 12.3485
90, 80.5604
95, 84.819
20, 14.1064
33, 23.2674
51, 40.7474
15, 9.05551
20, 12.4723
77, 69.3197
84, 74.1725
59, 53.8203
45, 38.4448
55, 46.145
53, 45.625
52, 44.9565
96, 86.8988
7, 2.76664
6, 1.85054
41, 31.7103
33, 24.9262
94, 83.9772
50, 44.6346
60, 51.1959
70, 60.4806
97, 87.4187
47, 41.3912
51, 42.233
49, 42.3568
11, 5.51492
12, 6.43102
6, 2.14766
27, 17.5479
6, 3.28658
6, 1.90006
46, 35.9194
40, 30.4971
53, 44.2137
60, 51.6168
59, 50.5521
36, 29.3334
47, 37.3306
22, 14.973
77, 67.537
6, 3.26183
74, 65.6058
33, 26.7584
6, 1.97434
80, 70.5081
36, 29.6305
47, 37.1326
15, 8.98123
31, 20.7667
97, 86.8245
74, 68.7502
6, 3.50942
97, 87.2206
23, 16.6566
55, 46.4916
49, 41.8864
34, 27.2041
68, 58.4999
53, 47.0611
61, 52.31
73, 63.1298
55, 48.1752
11, 6.01011
13, 7.19856
12, 6.85193
70, 60.2825
72, 62.2385
47, 40.277
22, 15.5424
94, 84.0515
27, 20.2962
27, 19.1078
70, 60.5301
58, 51.1711
32, 24.2577
53, 43.6195
92, 82.9373
77, 73.1078
67, 62.4861
28, 21.5837
77, 67.537
45, 37.3306
33, 26.7089
76, 67.1409
65, 59.7626
88, 78.3073
28, 21.5342
6, 2.07338
58, 46.7144
79, 69.5177
62, 55.603
37, 28.8877
37, 29.6057
72, 63.1546
49, 43.05
49, 42.951
46, 39.5837
26, 19.1325
95, 84.7942
66, 60.2825
22, 15.9386
23, 16.7309
91, 82.5659
92, 83.8286
80, 76.4751
26, 19.9248
46, 35.548
75, 65.5067
6, 2.96471
16, 9.52593
6, 1.90006
82, 72.4393
60, 54.5136
38, 32.0569
61, 50.4531
31, 23.3416
29, 22.1532
88, 77.8864
32, 24.8272
87, 78.6539
70, 65.6553
93, 83.9524
26, 20.1972
11, 5.24257
66, 56.1972
73, 63.9469
58, 52.1615
17, 11.16
6, 2.1229
56, 45.9964
82, 72.7365
23, 16.31
79, 70.6319
76, 68.6759
17, 11.3334
62, 54.3403
6, 1.85054
63, 53.3994
42, 34.7557
11, 5.86155
81, 71.8699
46, 38.841
91, 82.145
regression coefficients for polynomial of 4 degree:
-1.47605	0.55812	0.011374	-0.000127685	5.04376e-07	
