displacement[ticks], load[N]
80, 70.5081
35, 22.3017
54, 42.332
56, 43.3719
44, 31.017
66, 55.5783
10, 8.41176
52, 45.1298
74, 65.9276
30, 19.3059
97, 86.0074
56, 40.4256
86, 77.1931
73, 60.8272
61, 48.819
4, 8.46128
72, 62.8823
81, 72.2908
90, 82.0707
85, 76.797
82, 71.7213
95, 86.9235
73, 60.7034
88, 80.1642
96, 87.5673
65, 51.9634
48, 34.9785
17, 13.8093
82, 45.2289
86, 45.1298
8, 7.56995
63, 52.6814
25, 16.5823
61, 50.8987
23, 18.4393
68, 59.4655
31, 44.5108
31, 21.039
24, 14.8492
8, 6.67861
62, 51.592
23, 14.6511
64, 44.5108
50, 35.7708
95, 87.1959
29, 19.083
53, 40.9207
70, 61.9414
12, 9.77353
46, 35.2756
58, 49.2894
92, 83.8781
44, 30.2
33, 45.2041
83, 73.5783
42, 28.4668
41, 25.7185
34, 22.9207
58, 49.017
82, 72.9593
24, 16.2109
65, 54.3898
47, 33.1463
47, 33.072
30, 19.2316
69, 61.2481
19, 13.9083
61, 45.1793
5, 5.19305
40, 30.4228
67, 44.5108
66, 55.6773
62, 50.1807
34, 23.1436
19, 45.2041
59, 49.5617
61, 50.973
72, 63.2041
32, 20.5438
73, 63.8726
21, 15.6415
90, 82.3926
67, 53.2014
64, 49.3389
26, 17.8698
52, 40.0542
9, 7.49567
25, 21.0143
85, 76.9455
67, 52.7805
10, 8.43652
10, 30.3238
35, 28.4668
56, 46.3926
58, 46.0212
65, 48.7199
29, 17.9441
76, 68.0074
29, 18.5878
31, 23.5397
19, 13.1408
96, 88.1615
31, 20.8905
81, 45.2041
33, 44.5108
19, 13.3636
42, 32.3045
94, 86.5026
89, 79.7433
74, 63.9469
68, 57.2371
13, 10.7144
66, 55.9249
38, 24.431
76, 66.6209
92, 83.8534
90, 81.2537
84, 71.1766
21, 30.5466
78, 69.7158
53, 39.0638
30, 45.2041
88, 80.1147
88, 79.4958
85, 60.7034
48, 40.9455
56, 43.2976
17, 14.3045
26, 22.0294
85, 76.6732
48, 34.4586
45, 31.6608
82, 73.7268
48, 34.5576
30, 18.984
19, 14.1312
66, 55.4049
71, 61.57
14, 31.3141
59, 48.6209
48, 38.9152
81, 72.167
71, 59.515
18, 14.3292
21, 17.8451
48, 36.885
13, 9.60021
13, 10.6896
35, 26.8079
32, 22.4255
91, 82.4669
88, 78.7777
61, 48.299
82, 73.7516
80, 70.1615
48, 34.6566
33, 22.2027
38, 28.863
64, 52.4091
59, 48.7199
26, 17.7213
16, 12.2247
8, 6.53006
9, 10.5163
63, 51.9882
36, 24.2577
28, 17.746
32, 23.713
10, 7.49567
41, 30.0514
91, 82.6897
57, 45.1546
27, 18.2165
64, 52.7805
75, 65.0611
47, 33.7158
16, 12.1009
86, 77.7874
61, 48.3238
50, 35.548
21, 14.5768
54, 41.8121
42, 27.9469
81, 71.9442
39, 25.9414
25, 16.3595
31, 24.2577
71, 62.1395
62, 48.8932
96, 87.394
34, 21.039
87, 78.9758
14, 11.4819
40, 30.7942
40, 29.1353
77, 67.7351
76, 67.1904
30, 19.8258
12, 9.03075
84, 75.559
71, 59.9607
5, 4.94546
43, 32.5521
96, 86.6264
69, 45.2289
22, 16.3843
46, 35.6222
85, 75.6581
10, 8.23845
10, 8.75839
37, 27.8973
30, 20.222
64, 52.6814
78, 69.0226
14, 11.2343
6, 5.68824
6, 5.96059
44, 32.8492
77, 68.156
68, 57.658
43, 29.0858
12, 9.15454
57, 47.6058
56, 45.6498
51, 37.8506
58, 49.2646
36, 23.614
30, 19.702
86, 78.2825
46, 32.7749
17, 13.017
59, 48.3733
51, 37.4049
60, 51.2454
58, 47.7048
24, 16.3595
81, 72.5384
8, 6.55481
8, 7.12428
90, 81.7736
17, 12.9922
47, 35.7708
23, 14.6264
81, 72.3155
30, 18.5383
34, 25.57
86, 77.9359
34, 22.8217
80, 70.7557
64, 50.6759
4, 4.1284
25, 19.0335
76, 67.636
61, 49.2894
81, 72.8107
31, 20.2962
23, 14.9977
19, 13.6112
60, 49.4379
11, 8.23845
65, 54.6126
76, 66.6952
70, 50.0322
21, 15.0968
39, 30.5961
31, 20.4695
42, 32.7997
24, 14.7006
37, 28.6896
52, 39.8066
16, 11.9276
54, 45.5755
2, 2.81616
37, 27.9469
37, 27.4269
30, 20.7171
72, 63.7241
27, 17.3251
63, 52.2605
54, 43.1491
89, 81.4765
66, 54.167
79, 70.1367
68, 56.9895
32, 20.7667
63, 51.3197
42, 27.0555
52, 40.5989
82, 73.8506
60, 47.0363
63, 51.9139
50, 36.1422
40, 25.6442
35, 24.1834
70, 50.0322
78, 70.4338
66, 55.5535
16, 13.2646
4, 4.22744
5, 8.28797
66, 56.123
19, 13.5617
60, 49.7598
69, 60.233
55, 40.6731
42, 27.6002
41, 26.9317
30, 18.9592
26, 16.929
64, 52.4833
83, 74.4448
19, 14.3292
33, 26.4861
64, 53.3994
86, 78.2083
64, 51.2206
32, 35.3251
87, 78.7777
19, 14.2302
regression coefficients for polynomial of 4 degree:
4.49898	0.778122	-0.0113604	0.000260903	-1.44743e-06	
